Name           Surname                       ND1       ND2       ND3            ND4            ND5            FINAL  
Name9233            Surname9233         4              8              2              10             4              7.64           
Name9325            Surname9325         6              3              3              8              8              7.64           
Name9374            Surname9374         6              10             3              2              7              7.64           
Name9499            Surname9499         5              7              7              6              3              7.64           
Name9717            Surname9717         1              4              7              10             6              7.64           
Name9884            Surname9884         6              7              6              3              6              7.64           
Name9920            Surname9920         8              7              2              1              10             7.64           
Name2391            Surname2391         9              9              7              9              9              7.64           
Name4776            Surname4776         10             8              10             5              10             7.64           
Name1037            Surname1037         10             4              9              8              5              7.68           
Name1137            Surname1137         10             9              6              2              9              7.68           
Name1551            Surname1551         3              7              3              2              6              7.68           
Name1781            Surname1781         1              5              6              5              4              7.68           
Name1865            Surname1865         3              4              5              4              5              7.68           
Name2396            Surname2396         1              3              6              2              9              7.68           
Name2575            Surname2575         8              7              9              10             2              7.68           
Name2600            Surname2600         6              5              5              4              1              7.68           
Name2892            Surname2892         7              7              10             10             2              7.68           
Name3156            Surname3156         6              6              10             8              6              7.68           
Name3164            Surname3164         1              9              9              1              1              7.68           
Name3540            Surname3540         1              2              9              6              3              7.68           
Name3762            Surname3762         4              10             3              1              3              7.68           
Name3881            Surname3881         9              2              1              5              4              7.68           
Name3892            Surname3892         7              2              5              4              3              7.68           
Name4149            Surname4149         7              9              6              6              8              7.68           
Name4176            Surname4176         8              1              2              1              9              7.68           
Name4324            Surname4324         10             6              4              6              10             7.68           
Name4422            Surname4422         9              9              9              1              8              7.68           
Name4979            Surname4979         9              4              5              1              2              7.68           
Name5441            Surname5441         7              6              9              6              8              7.68           
Name5466            Surname5466         3              5              6              2              5              7.68           
Name5555            Surname5555         2              2              6              10             1              7.68           
Name5978            Surname5978         6              7              8              8              7              7.68           
Name6054            Surname6054         8              8              6              5              9              7.68           
Name6068            Surname6068         4              7              7              9              9              7.68           
Name6180            Surname6180         9              1              8              8              10             7.68           
Name6217            Surname6217         4              5              1              7              4              7.68           
Name6275            Surname6275         4              6              2              7              2              7.68           
Name6465            Surname6465         7              9              7              10             3              7.68           
Name6489            Surname6489         9              1              10             8              8              7.68           
Name6501            Surname6501         2              5              7              5              2              7.68           
Name6566            Surname6566         4              10             10             3              9              7.68           
Name6734            Surname6734         10             10             6              9              1              7.68           
Name6822            Surname6822         5              9              6              9              7              7.68           
Name7212            Surname7212         1              7              1              8              4              7.68           
Name7292            Surname7292         4              2              2              4              9              7.68           
Name7319            Surname7319         5              10             3              10             8              7.68           
Name7582            Surname7582         10             2              4              10             10             7.68           
Name7608            Surname7608         8              5              7              7              9              7.68           
Name7690            Surname7690         5              10             2              3              1              7.68           
Name7696            Surname7696         10             2              7              7              10             7.68           
Name7710            Surname7710         7              2              4              7              1              7.68           
Name7716            Surname7716         6              3              5              3              4              7.68           
Name7730            Surname7730         6              4              8              2              1              7.68           
Name8089            Surname8089         10             7              7              5              7              7.68           
Name8596            Surname8596         5              3              9              10             9              7.68           
Name8815            Surname8815         2              4              3              8              4              7.68           
Name9027            Surname9027         4              9              8              5              10             7.68           
Name9036            Surname9036         8              6              2              4              1              7.68           
Name9084            Surname9084         4              1              9              6              1              7.68           
Name9161            Surname9161         4              2              4              7              4              7.68           
Name9307            Surname9307         7              10             7              3              9              7.68           
Name9380            Surname9380         7              2              8              10             9              7.68           
Name9634            Surname9634         8              1              4              6              2              7.68           
Name9859            Surname9859         6              1              10             9              10             7.68           
Name9965            Surname9965         6              4              2              8              1              7.68           
Name1519            Surname1519         3              9              10             3              4              7.72           
Name1626            Surname1626         9              5              2              7              6              7.72           
Name1710            Surname1710         10             1              4              4              10             7.72           
Name1810            Surname1810         8              1              7              4              9              7.72           
Name1833            Surname1833         7              8              1              10             3              7.72           
Name1912            Surname1912         8              6              4              2              9              7.72           
Name2218            Surname2218         4              10             5              8              2              7.72           
Name2787            Surname2787         9              7              2              1              10             7.72           
Name2935            Surname2935         4              8              5              5              7              7.72           
Name2949            Surname2949         7              4              6              3              9              7.72           
Name3047            Surname3047         6              7              6              9              1              7.72           
Name3168            Surname3168         4              4              10             2              9              7.72           
Name3199            Surname3199         5              1              7              10             6              7.72           
Name3661            Surname3661         2              9              4              8              6              7.72           
Name4017            Surname4017         5              8              4              2              10             7.72           
Name4046            Surname4046         7              8              4              4              6              7.72           
Name5007            Surname5007         5              1              9              10             4              7.72           
Name5032            Surname5032         9              1              8              8              3              7.72           
Name5368            Surname5368         1              5              9              9              5              7.72           
Name5804            Surname5804         6              8              2              3              10             7.72           
Name5868            Surname5868         5              7              2              9              6              7.72           
Name5880            Surname5880         5              5              8              9              2              7.72           
Name5997            Surname5997         5              7              6              4              7              7.72           
Name6333            Surname6333         8              7              5              6              3              7.72           
Name6451            Surname6451         6              3              9              3              8              7.72           
Name6714            Surname6714         6              3              6              7              7              7.72           
Name7694            Surname7694         6              8              2              5              8              7.72           
Name7832            Surname7832         9              2              4              10             4              7.72           
Name7935            Surname7935         5              4              5              7              8              7.72           
Name9361            Surname9361         9              3              6              8              3              7.72           
Name9682            Surname9682         6              5              7              10             1              7.72           
Name1393            Surname1393         6              9              10             10             9              7.72           
Name4495            Surname4495         9              8              9              8              10             7.72           
Name7224            Surname7224         9              8              8              10             9              7.72           
Name1099            Surname1099         7              3              8              2              2              7.76           
Name1169            Surname1169         6              9              5              8              9              7.76           
Name1262            Surname1262         6              5              3              5              3              7.76           
Name1474            Surname1474         9              7              5              9              7              7.76           
Name1491            Surname1491         8              10             7              6              6              7.76           
Name1657            Surname1657         5              10             3              10             9              7.76           
Name1800            Surname1800         8              1              2              2              9              7.76           
Name1813            Surname1813         8              4              1              6              3              7.76           
Name1886            Surname1886         9              9              7              8              4              7.76           
Name1918            Surname1918         2              1              1              9              9              7.76           
Name1931            Surname1931         3              6              5              2              6              7.76           
Name1960            Surname1960         3              3              9              5              2              7.76           
Name1990            Surname1990         6              1              5              7              3              7.76           
Name2089            Surname2089         5              9              8              7              8              7.76           
Name2172            Surname2172         5              2              5              9              1              7.76           
Name2326            Surname2326         8              9              2              10             8              7.76           
Name2359            Surname2359         5              3              5              1              8              7.76           
Name2549            Surname2549         8              4              1              2              7              7.76           
Name2555            Surname2555         2              3              3              9              5              7.76           
Name3160            Surname3160         4              3              7              1              7              7.76           
Name3176            Surname3176         6              9              7              10             5              7.76           
Name3370            Surname3370         10             9              4              7              7              7.76           
Name3465            Surname3465         3              6              6              5              2              7.76           
Name3595            Surname3595         8              3              7              9              10             7.76           
Name3702            Surname3702         3              6              3              8              2              7.76           
Name3879            Surname3879         10             8              4              7              8              7.76           
Name4029            Surname4029         4              8              2              4              4              7.76           
Name4140            Surname4140         9              7              1              1              4              7.76           
Name4287            Surname4287         3              5              4              7              3              7.76           
Name4398            Surname4398         8              4              7              8              10             7.76           
Name4420            Surname4420         9              7              4              8              9              7.76           
Name4532            Surname4532         7              7              8              8              7              7.76           
Name4614            Surname4614         4              1              6              7              4              7.76           
Name4681            Surname4681         3              2              7              2              8              7.76           
Name4995            Surname4995         4              10             6              7              10             7.76           
Name5375            Surname5375         8              3              6              1              4              7.76           
Name5411            Surname5411         4              4              8              2              4              7.76           
Name5566            Surname5566         10             8              9              6              4              7.76           
Name5653            Surname5653         3              8              3              5              3              7.76           
Name5755            Surname5755         8              2              10             8              9              7.76           
Name5834            Surname5834         8              9              10             2              8              7.76           
Name5849            Surname5849         8              5              10             8              6              7.76           
Name6087            Surname6087         2              6              10             3              1              7.76           
Name6125            Surname6125         10             1              9              10             7              7.76           
Name6131            Surname6131         8              10             9              4              6              7.76           
Name6218            Surname6218         10             8              1              10             8              7.76           
Name6290            Surname6290         8              3              6              1              4              7.76           
Name6387            Surname6387         6              10             9              2              10             7.76           
Name6498            Surname6498         1              6              9              1              5              7.76           
Name6512            Surname6512         1              4              3              9              5              7.76           
Name6530            Surname6530         8              1              5              3              5              7.76           
Name6545            Surname6545         5              4              6              6              1              7.76           
Name6720            Surname6720         8              3              3              5              3              7.76           
Name6856            Surname6856         9              7              10             9              2              7.76           
Name7002            Surname7002         4              9              7              9              8              7.76           
Name7047            Surname7047         7              2              4              7              2              7.76           
Name7202            Surname7202         3              4              5              3              7              7.76           
Name7532            Surname7532         2              9              10             7              9              7.76           
Name7684            Surname7684         7              9              3              2              1              7.76           
Name7714            Surname7714         8              7              10             10             2              7.76           
Name7915            Surname7915         10             8              7              5              7              7.76           
Name7966            Surname7966         6              4              1              4              7              7.76           
Name8150            Surname8150         8              8              3              1              2              7.76           
Name8472            Surname8472         1              8              5              1              7              7.76           
Name8493            Surname8493         5              1              9              3              4              7.76           
Name8645            Surname8645         4              2              2              9              5              7.76           
Name9444            Surname9444         3              2              3              5              9              7.76           
Name9466            Surname9466         3              10             6              2              1              7.76           
Name9505            Surname9505         9              7              4              7              10             7.76           
Name9636            Surname9636         5              4              10             10             8              7.76           
Name9834            Surname9834         2              1              8              8              3              7.76           
Name9857            Surname9857         4              2              9              1              6              7.76           
Name1347            Surname1347         10             7              1              6              6              7.8            
Name1608            Surname1608         2              3              6              10             9              7.8            
Name1720            Surname1720         6              6              8              9              1              7.8            
Name1820            Surname1820         8              2              6              5              9              7.8            
Name1991            Surname1991         8              4              7              6              5              7.8            
Name2217            Surname2217         5              3              10             6              6              7.8            
Name2224            Surname2224         4              6              6              8              6              7.8            
Name2377            Surname2377         1              6              7              7              9              7.8            
Name2686            Surname2686         9              9              3              2              7              7.8            
Name3120            Surname3120         6              6              8              5              5              7.8            
Name3145            Surname3145         5              10             4              4              7              7.8            
Name3611            Surname3611         8              4              10             5              3              7.8            
Name3648            Surname3648         10             3              8              7              2              7.8            
Name3782            Surname3782         5              7              7              2              9              7.8            
Name4002            Surname4002         8              3              8              9              2              7.8            
Name4021            Surname4021         4              5              7              6              8              7.8            
Name4720            Surname4720         5              10             6              3              6              7.8            
Name5332            Surname5332         8              2              9              8              3              7.8            
Name5338            Surname5338         10             2              7              1              10             7.8            
Name5559            Surname5559         9              1              6              4              10             7.8            
Name5633            Surname5633         4              6              8              4              8              7.8            
Name6385            Surname6385         9              1              10             5              5              7.8            
Name6393            Surname6393         7              6              6              8              3              7.8            
Name6567            Surname6567         9              3              4              9              5              7.8            
Name6613            Surname6613         3              8              9              4              6              7.8            
Name6869            Surname6869         10             9              1              6              4              7.8            
Name6895            Surname6895         2              8              8              5              7              7.8            
Name6986            Surname6986         9              5              6              1              9              7.8            
Name7810            Surname7810         5              5              3              7              10             7.8            
Name7948            Surname7948         4              9              2              7              8              7.8            
Name7976            Surname7976         8              3              4              10             5              7.8            
Name8123            Surname8123         2              8              7              5              8              7.8            
Name8267            Surname8267         6              4              6              10             4              7.8            
Name8974            Surname8974         6              10             3              9              2              7.8            
Name9068            Surname9068         2              6              10             10             2              7.8            
Name9844            Surname9844         7              5              3              7              8              7.8            
Name1014            Surname1014         3              10             6              9              10             7.84           
Name1291            Surname1291         8              3              8              3              1              7.84           
Name1401            Surname1401         10             7              1              3              2              7.84           
Name1707            Surname1707         10             9              4              7              8              7.84           
Name1794            Surname1794         1              2              4              7              9              7.84           
Name1870            Surname1870         8              2              2              2              9              7.84           
Name1874            Surname1874         6              5              5              1              6              7.84           
Name2068            Surname2068         1              2              7              7              6              7.84           
Name2206            Surname2206         6              7              2              6              2              7.84           
Name2233            Surname2233         5              4              1              5              8              7.84           
Name2234            Surname2234         3              7              4              2              7              7.84           
Name2433            Surname2433         8              9              7              9              5              7.84           
Name2583            Surname2583         2              1              6              5              9              7.84           
Name2738            Surname2738         8              10             5              7              8              7.84           
Name2817            Surname2817         5              3              3              7              5              7.84           
Name3016            Surname3016         5              8              5              2              3              7.84           
Name3233            Surname3233         1              1              10             3              8              7.84           
Name3318            Surname3318         4              9              9              10             6              7.84           
Name4446            Surname4446         5              3              10             4              1              7.84           
Name4525            Surname4525         6              4              1              3              9              7.84           
Name4987            Surname4987         8              9              9              2              10             7.84           
Name5054            Surname5054         5              10             10             4              9              7.84           
Name5166            Surname5166         5              8              6              3              1              7.84           
Name5449            Surname5449         10             8              1              3              1              7.84           
Name5734            Surname5734         1              7              1              9              5              7.84           
Name5793            Surname5793         1              8              10             9              10             7.84           
Name5970            Surname5970         6              1              2              8              6              7.84           
Name6029            Surname6029         5              8              9              6              10             7.84           
Name6081            Surname6081         3              4              2              9              5              7.84           
Name6438            Surname6438         4              4              3              7              5              7.84           
Name6486            Surname6486         7              10             6              10             5              7.84           
Name6514            Surname6514         1              9              6              6              1              7.84           
Name6549            Surname6549         10             6              10             8              4              7.84           
Name6964            Surname6964         7              5              1              3              7              7.84           
Name6988            Surname6988         8              5              1              5              4              7.84           
Name7204            Surname7204         3              8              1              8              3              7.84           
Name7249            Surname7249         10             9              9              8              2              7.84           
Name7275            Surname7275         6              3              9              2              3              7.84           
Name7302            Surname7302         6              10             2              1              4              7.84           
Name7547            Surname7547         9              4              4              1              5              7.84           
Name7648            Surname7648         5              2              6              4              6              7.84           
Name7820            Surname7820         4              6              9              10             9              7.84           
Name7835            Surname7835         10             3              3              6              1              7.84           
Name7887            Surname7887         8              1              5              7              2              7.84           
Name7994            Surname7994         3              3              6              3              8              7.84           
Name7995            Surname7995         7              1              2              4              9              7.84           
Name8708            Surname8708         3              6              4              4              6              7.84           
Name8793            Surname8793         5              8              2              5              3              7.84           
Name9532            Surname9532         6              8              1              6              2              7.84           
Name9619            Surname9619         4              5              6              6              2              7.84           
Name9720            Surname9720         3              1              6              7              6              7.84           
Name9750            Surname9750         5              1              6              5              6              7.84           
Name1560            Surname1560         8              3              8              10             2              7.88           
Name2025            Surname2025         8              5              7              1              10             7.88           
Name2102            Surname2102         10             6              1              6              8              7.88           
Name2398            Surname2398         10             7              6              3              5              7.88           
Name2483            Surname2483         7              3              5              7              9              7.88           
Name2571            Surname2571         8              8              2              10             3              7.88           
Name2614            Surname2614         7              5              4              7              8              7.88           
Name2878            Surname2878         4              9              1              10             7              7.88           
Name2882            Surname2882         4              1              9              7              10             7.88           
Name3062            Surname3062         6              10             8              2              5              7.88           
Name3532            Surname3532         9              10             8              10             9              7.88           
Name3840            Surname3840         9              4              7              9              2              7.88           
Name4179            Surname4179         8              10             9              9              10             7.88           
Name4348            Surname4348         8              7              2              4              10             7.88           
Name4664            Surname4664         2              8              10             2              9              7.88           
Name4884            Surname4884         3              7              10             9              2              7.88           
Name5067            Surname5067         8              1              8              5              9              7.88           
Name5199            Surname5199         10             1              7              5              8              7.88           
Name6088            Surname6088         6              5              8              2              10             7.88           
Name6196            Surname6196         4              10             4              9              4              7.88           
Name6401            Surname6401         6              7              3              5              10             7.88           
Name6640            Surname6640         10             7              9              2              3              7.88           
Name6785            Surname6785         5              3              5              8              10             7.88           
Name7116            Surname7116         3              6              3              10             9              7.88           
Name7287            Surname7287         3              5              9              8              6              7.88           
Name7577            Surname7577         5              7              10             4              5              7.88           
Name7662            Surname7662         7              10             4              7              3              7.88           
Name7689            Surname7689         5              10             8              1              7              7.88           
Name7784            Surname7784         9              7              4              9              2              7.88           
Name8233            Surname8233         9              7              9              2              4              7.88           
Name9125            Surname9125         8              4              10             6              3              7.88           
Name9317            Surname9317         3              8              9              4              7              7.88           
Name9802            Surname9802         8              4              4              5              10             7.88           
Name9931            Surname9931         3              8              6              4              10             7.88           
Name1021            Surname1021         2              10             3              6              3              7.92           
Name1096            Surname1096         6              5              9              3              1              7.92           
Name1585            Surname1585         1              5              2              8              8              7.92           
Name1650            Surname1650         9              3              1              5              6              7.92           
Name2122            Surname2122         8              7              7              7              10             7.92           
Name2432            Surname2432         7              5              2              3              7              7.92           
Name2704            Surname2704         1              5              10             7              1              7.92           
Name2739            Surname2739         7              9              9              7              7              7.92           
Name2743            Surname2743         4              8              4              3              5              7.92           
Name3098            Surname3098         7              6              9              9              8              7.92           
Name3197            Surname3197         4              10             8              7              10             7.92           
Name3770            Surname3770         9              3              2              2              8              7.92           
Name3838            Surname3838         4              3              9              1              7              7.92           
Name4020            Surname4020         10             8              8              5              8              7.92           
Name4248            Surname4248         7              8              10             5              9              7.92           
Name4659            Surname4659         8              6              2              3              5              7.92           
Name4666            Surname4666         6              9              6              9              9              7.92           
Name4761            Surname4761         8              6              3              1              6              7.92           
Name4816            Surname4816         1              7              7              1              8              7.92           
Name4874            Surname4874         1              1              10             4              8              7.92           
Name5110            Surname5110         6              6              1              8              3              7.92           
Name5118            Surname5118         5              1              7              1              10             7.92           
Name5183            Surname5183         8              8              9              7              7              7.92           
Name5265            Surname5265         1              8              4              10             1              7.92           
Name5859            Surname5859         4              9              4              4              3              7.92           
Name5940            Surname5940         5              9              1              3              6              7.92           
Name6083            Surname6083         9              10             1              3              1              7.92           
Name6091            Surname6091         8              8              4              10             9              7.92           
Name6236            Surname6236         1              9              1              10             3              7.92           
Name6254            Surname6254         3              8              7              3              3              7.92           
Name6382            Surname6382         9              8              7              9              6              7.92           
Name6559            Surname6559         2              7              7              1              7              7.92           
Name7018            Surname7018         2              8              5              1              8              7.92           
Name7257            Surname7257         3              5              3              9              4              7.92           
Name7478            Surname7478         10             10             9              5              5              7.92           
Name7503            Surname7503         7              1              3              7              6              7.92           
Name7741            Surname7741         3              3              6              7              5              7.92           
Name7771            Surname7771         5              6              4              5              4              7.92           
Name7837            Surname7837         10             5              2              2              5              7.92           
Name8112            Surname8112         5              9              8              1              1              7.92           
Name8154            Surname8154         3              1              4              6              10             7.92           
Name8699            Surname8699         8              7              7              1              1              7.92           
Name8831            Surname8831         8              1              6              4              5              7.92           
Name8901            Surname8901         2              6              1              6              9              7.92           
Name8969            Surname8969         7              3              10             9              10             7.92           
Name9000            Surname9000         1              5              3              9              6              7.92           
Name9201            Surname9201         5              6              8              2              3              7.92           
Name9362            Surname9362         10             3              1              2              8              7.92           
Name9416            Surname9416         2              8              8              3              3              7.92           
Name9513            Surname9513         8              4              5              6              1              7.92           
